"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","UnemploymentRateOutcome","wasItPresidentialElectionWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","FOMCPivotAction","PrecedingWeekFridayMonth","UnemploymentActualMinusPreviousInPercent","isItLastFridayOfTheMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","FridayVolumeMinusThursdayVolume","wasFridayOpenHigherThanThursdayClose","wasFridayHighHigherThanThursdayHigh","wasFridayLowLowerThanThursdayLow","wasFridayHighLowerThanThursdayLow","wasFridayLowHigherThanThursdayHigh","PrecedingWeekFridayHighMinusPrecedingWeekFridayOpen","FridayCloseMinusThursdayHighInPercent","wasFridayCloseHigherThanThursdayHigh","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"2014-04-28 to 2014-05-05","5/1/14",165.300003,165.710007,164.899994,165.229996,3889400,"Thursday","TIGHT",0,"5/2/14",165.160004,165.850006,164.529999,164.75,7036100,"Friday",1.809045097,"5/5/14",163.970001,165.169998,163.449997,164.929993,4059700,"Monday",0,-0.290501732,0,-0.248246543,0,-0.473444006,0.99526556,1,0.109252200303488,0,1,"Baseline","",0,0,1,"4/30/14","Pause","Match","","","May",-0.4,0,0,0,1.80904509693012,"Odd","Even",3146700,0,1,0,0,0,0.690002000000021,-0.579329527154018,0,1,1,1,1
"2014-05-05 to 2014-05-12","5/8/14",165.020004,166.070007,164.860001,165.350006,5997900,"Thursday","",0,"5/9/14",165.289993,165.779999,164.869995,165.720001,4228600,"Friday",0.705013421,"5/12/14",166.309998,166.929993,166.279999,166.800003,3944700,"Monday",1,0.223764733337832,1,0.260153680325939,1,0.356020393700101,1.003560204,1,0.651702868382198,0,0,"Baseline","",0,0,0,"","","","","","May",0,0,0,0,0.705013421364144,"Odd","Even",-1769300,0,0,1,0,0,0.490005999999994,-0.210758105164654,0,1,1,1,1
"2014-05-12 to 2014-05-19","5/15/14",165.779999,165.869995,164.020004,164.550003,7539300,"Thursday","",0,"5/16/14",164.160004,164.639999,163.770004,164.610001,5115000,"Friday",0.678444948,"5/19/14",164.139999,164.910004,164.029999,164.710007,2879900,"Monday",1,0.036461865,1,0.274120972852818,0,-0.285524571,0.997144754,1,0.060753295,0,0,"Baseline","Shock",-2.7,1,0,"","","","","","May",0,0,0,1,0.678444948470017,"Odd","Even",-2424300,0,0,0,0,0,0.479995000000002,-0.759627441961385,0,0,0,1,1
"2014-05-26 to 2014-06-02","5/29/14",166.470001,166.789993,166.029999,166.779999,2763500,"Thursday","",0,"5/30/14",166.600006,167.020004,166.300003,166.929993,2769000,"Friday",1.00199023,"6/2/14",167.25,167.399994,166.630005,167.199997,4453300,"Monday",1,0.089935245,1,0.198071421437997,1,0.191701319965912,1.001917013,1,0.161746846775462,0,0,"Baseline","Baseline",-0.6,1,0,"","","","","","May",0,1,0,0,1.00199022978107,"Odd","Even",5500,0,1,1,0,0,0.419997999999993,0.0839378894871627,1,1,1,1,1
"2014-06-02 to 2014-06-09","6/5/14",167.509995,168.309998,166.919998,168.139999,5416500,"Thursday","BASELINE",0,"6/6/14",168.580002,169.119995,168.460007,169.080002,4118900,"Friday",0.760435706,"6/9/14",169.119995,169.580002,169.020004,169.240005,2713200,"Monday",1,0.559059715469618,1,0.296595084866591,1,0.0236533,1.000236533,1,0.094631534,0,1,"Baseline","",0,0,0,"","","","","","Jun",0,0,0,0,0.760435705714022,"Even","Odd",-1297600,1,1,1,0,1,0.539992999999981,0.457491538916185,1,0,0,0,0
"2014-06-09 to 2014-06-16","6/12/14",168.289993,168.339996,166.979996,167.289993,5409200,"Thursday","",0,"6/13/14",167.539993,167.830002,167.130005,167.619995,2708700,"Friday",0.500757968,"6/16/14",167.389999,167.970001,167.149994,167.690002,3068300,"Monday",1,0.197263443008201,1,0.047750987,0,-0.137212747,0.998627873,1,0.041765304,0,0,"Baseline","Baseline",-1.8,1,0,"","","","","","Jun",0,0,0,0,0.50075796790653,"Even","Odd",-2700500,1,0,1,0,0,0.290008999999998,-0.427706437631153,0,0,0,0,0
"2014-06-16 to 2014-06-23","6/19/14",169.020004,169.190002,168.539993,169.089996,3028000,"Thursday","",0,"6/20/14",169.25,169.419998,168.960007,169.080002,5370700,"Friday",1.773678996,"6/23/14",169.059998,169.119995,168.580002,168.910004,2729200,"Monday",0,-0.005910462,0,-0.10044195,0,-0.011831086,0.999881689,0,-0.100542937,1,0,"Baseline","",0,0,1,"6/18/14","Pause","Match","","","Jun",0,0,0,0,1.77367899603699,"Even","Odd",2342700,1,1,1,0,0,0.169997999999993,-0.0650156620956747,0,1,1,1,1
"2014-06-23 to 2014-06-30","6/26/14",168.380005,168.389999,167.059998,168.080002,4052400,"Thursday","",0,"6/27/14",167.759995,168.25,167.339996,168.169998,3092200,"Friday",0.763053993,"6/30/14",167.910004,168.350006,167.649994,167.889999,6488400,"Monday",1,0.05354355,1,0.244398552825415,0,-0.154601893,0.998453981,0,-0.166497594,0,0,"Baseline","Baseline",0.299999999999997,1,0,"","","","","","Jun",0,1,0,0,0.763053992695687,"Even","Odd",-960200,0,0,1,0,0,0.490004999999996,-0.130649683061045,0,1,1,1,1
"2014-07-07 to 2014-07-14","7/10/14",167.889999,169.339996,167.699997,168.960007,4932100,"Thursday","",0,"7/11/14",168.770004,169.220001,168.320007,169.199997,2830500,"Friday",0.573893473,"7/14/14",170.149994,170.610001,170.039993,170.289993,2831200,"Monday",1,0.142039530100165,1,0.254780464424233,1,0.561463957945576,1.00561464,1,0.64420568518096,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,0,0,0,0.573893473368342,"Even","Odd",-2101600,0,0,1,0,0,0.449996999999996,-0.08267332190088,0,1,1,1,1
"2014-07-14 to 2014-07-21","7/17/14",170.809998,171.320007,169.460007,169.610001,6149300,"Thursday","",0,"7/18/14",169.949997,170.759995,169.740005,170.580002,6924600,"Friday",1.126079391,"7/21/14",170.100006,170.380005,169.360001,170.179993,2886600,"Monday",1,0.571900827947048,1,0.370700212486624,0,-0.281390547,0.997186095,0,-0.234499352,0,0,"Baseline","Baseline",-1.7,1,0,"","","","","","Jul",0,0,0,0,1.12607939115021,"Even","Odd",775300,1,0,1,0,0,0.809998000000007,-0.431943129677783,0,0,0,1,1
"2014-07-21 to 2014-07-28","7/24/14",170.660004,170.850006,170.220001,170.440002,3226000,"Thursday","",0,"7/25/14",169.770004,169.850006,168.759995,169.160004,5714000,"Friday",1.771233726,"7/28/14",169.229996,169.649994,168.369995,169.410004,3606100,"Monday",0,-0.750996236,0,-0.359309646,1,0.041376211,1.000413762,1,0.147789071936886,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,1,0,0,1.77123372597644,"Even","Odd",2488000,0,0,0,1,0,0.0800020000000075,-0.989172923997451,0,1,1,0,0
"2014-07-28 to 2014-08-04","7/31/14",167.270004,167.429993,165.289993,165.289993,9038800,"Thursday","BASELINE",0,"8/1/14",164.800003,165.509995,164.009995,164.570007,7435100,"Friday",0.822576006,"8/4/14",164.800003,165.610001,164.110001,165.330002,4400000,"Monday",0,-0.435589588,0,-0.139560677,1,0.139755721101719,1.001397557,1,0.461806506,0,1,"Baseline","Baseline",-0.2,1,1,"7/30/14","Pause","Match","","","Aug",0.1,0,0,0,0.822576005664469,"Even","Even",-1603700,0,0,0,0,0,0.709992,-1.70816826110719,0,1,1,1,1
"2014-08-04 to 2014-08-11","8/7/14",164.850006,164.889999,163.130005,163.550003,4962400,"Thursday","",0,"8/8/14",163.669998,165.380005,163.440002,165.339996,5412300,"Friday",1.090661777,"8/11/14",165.960007,166.149994,165.470001,165.550003,5761500,"Monday",1,1.09446222388636,1,1.02034460830141,1,0.374991541671488,1.003749915,1,0.127015244393734,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,1.09066177655973,"Even","Even",449900,1,1,1,0,0,1.71000700000002,0.272907394462429,1,0,0,1,1
"2014-08-11 to 2014-08-18","8/14/14",166.690002,167.100006,166.460007,167.100006,2752400,"Thursday","",0,"8/15/14",167.419998,167.460007,165.440002,166.350006,7032500,"Friday",2.555042872,"8/18/14",167.25,168.119995,167.229996,168.059998,2975200,"Monday",0,-0.448833018,0,-0.639106447,1,0.541024326743933,1.005410243,1,1.02794826469679,0,0,"Baseline","Baseline",-3.3,1,0,"","","","","","Aug",0,0,0,0,2.55504287167563,"Even","Even",4280100,1,1,0,0,0,0.0400089999999977,-0.448833017995224,0,0,0,1,1
"2014-08-18 to 2014-08-25","8/21/14",169.809998,170.529999,169.690002,170.179993,2652600,"Thursday","",0,"8/22/14",170.009995,170.479996,169.649994,169.869995,5152200,"Friday",1.942320742,"8/25/14",170.559998,171.059998,170.440002,170.619995,2588500,"Monday",0,-0.182158898,0,-0.0823481,1,0.406194749107998,1.004061947,1,0.441514112012542,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,1.94232074191359,"Even","Even",2499600,0,0,0,0,0,0.470000999999996,-0.387031023204319,0,1,1,1,1
"2014-09-01 to 2014-09-08","9/4/14",170.910004,171.559998,170.220001,170.660004,3760900,"Thursday","BASELINE",0,"9/5/14",170.520004,171.289993,170.009995,171.25,3403600,"Friday",0.904996145,"9/8/14",171.039993,171.350006,170.75,171.059998,3139800,"Monday",1,0.345714277611299,1,0.428099919584801,0,-0.122631825,0.998773682,0,-0.110950073,0,1,"Baseline","",0,0,0,"","","","","","Sep",-0.1,0,0,0,0.904996144539871,"Even","Even",-357300,0,0,0,0,0,0.76998900000001,-0.180693636986407,0,1,1,1,1
"2014-09-08 to 2014-09-15","9/11/14",169.889999,170.619995,169.820007,170.509995,3026200,"Thursday","",0,"9/12/14",170.380005,170.440002,169.399994,169.899994,5000800,"Friday",1.652501487,"9/15/14",170.059998,170.570007,169.550003,170.320007,5130700,"Monday",0,-0.357750876,0,-0.281729655,1,0.094175401,1.000941754,1,0.247211898076943,0,0,"Baseline","Baseline",1.3,1,0,"","","","","","Sep",0,0,0,0,1.65250148701342,"Even","Even",1974600,0,0,0,0,0,0.0599969999999814,-0.421990986460875,0,1,1,1,1
"2014-09-15 to 2014-09-22","9/18/14",172.009995,172.800003,171.899994,172.610001,6458100,"Thursday","",0,"9/19/14",173,173.320007,172.190002,172.449997,9341000,"Friday",1.446400644,"9/22/14",172.350006,172.380005,171.220001,171.410004,4894200,"Monday",0,-0.09269683,0,-0.317920809,0,-0.057982605,0.999420174,0,-0.603069306,1,0,"Baseline","",0,0,1,"9/17/14","Pause","Match","","","Sep",0,0,0,0,1.4464006441523,"Even","Even",2882900,1,1,1,0,0,0.320007000000004,-0.202549765002034,0,1,1,1,1
"2014-09-22 to 2014-09-29","9/25/14",171.5,171.529999,169.089996,169.169998,8910500,"Thursday","",0,"9/26/14",169.789993,171.130005,169.5,170.699997,6062200,"Friday",0.680343415,"9/29/14",169.179993,170.580002,168.940002,170.330002,5167800,"Monday",1,0.904415096,1,0.535958559112483,0,-0.890453443,0.991095466,0,-0.216751615,0,0,"Baseline","Baseline",-0.1,1,0,"","","","","","Sep",0,1,0,0,0.680343415072106,"Even","Even",-2848300,1,0,1,0,0,1.340012,-0.483881539578396,0,1,1,0,0
"2014-09-29 to 2014-10-06","10/2/14",167.389999,168.270004,166.429993,167.649994,9093700,"Thursday","TIGHT",0,"10/3/14",168.889999,169.970001,168.369995,169.720001,5589100,"Friday",0.614612314,"10/6/14",170.440002,170.690002,168.960007,169.570007,5315300,"Monday",1,1.2347194,1,0.491445322348547,1,0.424228727172819,1.004242287,0,-0.088377327,0,1,"Baseline","",0,0,0,"","","","","","Oct",-0.2,0,0,0,0.614612314019596,"Even","Even",-3504600,1,1,1,0,1,1.08000200000001,0.861708543134043,1,1,1,0,0
"2014-10-06 to 2014-10-13","10/9/14",169.160004,169.479996,166.199997,166.339996,13387300,"Thursday","",0,"10/10/14",166.389999,167.360001,165.210007,165.210007,12717500,"Friday",0.949967507,"10/13/14",165.089996,165.789993,162.839996,162.929993,14117000,"Monday",0,-0.679324893,0,-0.70917243,0,-0.072641484,0.999273585,0,-1.380070155,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,0.949967506517371,"Even","Even",-669800,1,0,0,0,0,0.970002000000022,-2.51946489307211,0,1,1,1,1
"2014-10-13 to 2014-10-20","10/16/14",159,161.949997,158.729996,160.979996,18926600,"Thursday","",0,"10/17/14",162.679993,163.949997,162.210007,163.449997,11730200,"Friday",0.619773229,"10/20/14",162.350006,163.679993,162.25,163.649994,7156500,"Monday",1,1.53435275274823,1,0.473324338045675,0,-0.672983188,0.993270168,1,0.122359745286503,0,0,"Baseline","Baseline",2.30000000000001,1,0,"","","","","","Oct",0,0,0,0,0.619773229211797,"Even","Even",-7196400,1,1,1,0,1,1.270004,0.926211810920873,1,0,0,0,0
"2014-10-20 to 2014-10-27","10/23/14",166.050003,167.360001,166.009995,166.449997,7029700,"Thursday","",0,"10/24/14",166.600006,167.789993,166.169998,167.740005,5733500,"Friday",0.815610908,"10/27/14",167.229996,168.059998,166.970001,167.880005,5062900,"Monday",1,0.775012329979195,1,0.684273084600002,0,-0.304047326,0.996959527,1,0.083462499,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,0.815610908004609,"Even","Even",-1296200,1,1,1,0,0,1.189987,0.227057838031433,1,0,0,0,0
"2014-10-27 to 2014-11-03","10/30/14",169.630005,171.940002,169.600006,171.600006,7449200,"Thursday","",0,"10/31/14",173.339996,173.630005,172.789993,173.449997,7563500,"Friday",1.01534393,"11/3/14",173.570007,173.779999,173.050003,173.360001,5383200,"Monday",1,1.07808329563811,1,0.063459676,1,0.069189969,1.0006919,0,-0.051885847,0,0,"Baseline","Baseline",0.5,1,1,"10/29/14","Pause","Match","","","Oct",0,1,0,0,1.01534392954948,"Even","Even",114300,1,1,1,0,1,0.290008999999998,0.878210412025006,1,1,1,1,1
"2014-11-03 to 2014-11-10","11/6/14",174.75,175.410004,174.179993,175.289993,7191700,"Thursday","BASELINE",0,"11/7/14",175.240005,175.600006,174.770004,175.580002,4018100,"Friday",0.558713517,"11/10/14",175.619995,176.059998,175.330002,175.949997,2941900,"Monday",1,0.165445269,1,0.194017912747726,1,0.022777651,1.000227777,1,0.21072730139278,0,1,"Baseline","",0,0,0,"","","","","","Nov",-0.1,0,0,0,0.558713516970953,"Even","Even",-3173600,0,1,1,0,0,0.360001000000011,0.0969146548791031,1,1,1,0,0
"2014-11-10 to 2014-11-17","11/13/14",176.25,176.979996,175.789993,176.440002,6508400,"Thursday","",0,"11/14/14",176.360001,176.649994,176.119995,176.350006,3521100,"Friday",0.541008543,"11/17/14",176.059998,176.759995,176,176.490005,3668900,"Monday",0,-0.051006574,0,-0.005667385,0,-0.164450235,0.998355498,1,0.079387012,0,0,"Baseline","Baseline",1.90000000000001,1,0,"","","","","","Nov",0,0,0,0,0.54100854280622,"Even","Even",-2987300,0,0,1,0,0,0.289992999999981,-0.355966783952234,0,1,1,1,1
"2014-11-17 to 2014-11-24","11/20/14",176.110001,177.279999,176.029999,177.25,2881700,"Thursday","",0,"11/21/14",178.520004,178.600006,177.279999,177.699997,4782000,"Friday",1.659437138,"11/24/14",178.130005,178.220001,177.589996,177.800003,2408700,"Monday",1,0.253877009873059,0,-0.459336199,1,0.241985372684061,1.002419854,1,0.056277998,0,0,"Baseline","",0,0,0,"","","","","","Nov",0,0,0,0,1.6594371378006,"Even","Even",1900300,1,1,1,0,0,0.0800020000000075,0.236912230578246,1,0,0,1,1
"2014-12-01 to 2014-12-08","12/4/14",178.729996,179.300003,178.029999,178.830002,4791000,"Thursday","BASELINE",0,"12/5/14",179.279999,179.820007,178.990005,179.509995,4269400,"Friday",0.891129201,"12/8/14",178.960007,179.539993,177.970001,178.539993,5568000,"Monday",1,0.380245480285795,1,0.128288711112721,0,-0.30638294,0.996936171,0,-0.540360998,0,1,"Baseline","",0,0,0,"","","","","","Dec",0,0,0,0,0.891129200584429,"Even","Even",-521600,1,1,1,0,0,0.540008,0.117117677906564,1,0,0,0,0
"2014-12-08 to 2014-12-15","12/11/14",175.889999,177.660004,175.699997,176.029999,6867300,"Thursday","",0,"12/12/14",174.770004,175.669998,172.929993,173,12284400,"Friday",1.788825303,"12/15/14",173.75,174.130005,171.210007,171.789993,8874300,"Monday",0,-1.721296948,0,-1.012761892,1,0.433526011560694,1.00433526,0,-0.699426012,0,0,"Baseline","Baseline",4.09999999999999,1,0,"","","","","","Dec",0,0,0,0,1.78882530252064,"Even","Even",5417100,0,0,0,1,0,0.899993999999992,-2.62298992180592,0,0,0,1,1
"2014-12-15 to 2014-12-22","12/18/14",175.979996,177.830002,175.369995,177.789993,9752400,"Thursday","",0,"12/19/14",177.789993,178.419998,177.149994,177.649994,11452600,"Friday",1.174336574,"12/22/14",178.220001,179.360001,178.190002,179.360001,7855600,"Monday",0,-0.078744027,0,-0.078744027,1,0.320859566142177,1.003208596,1,0.962570817762042,1,0,"Baseline","",0,0,1,"12/17/14","Pause","Match","","","Dec",0,0,0,0,1.17433657356138,"Even","Even",1700200,0,1,1,0,0,0.630004999999983,-0.101224764086779,0,1,1,1,1
"2015-01-05 to 2015-01-12","1/8/15",177.259995,178.960007,177.210007,178.759995,7166700,"Thursday","TIGHT",0,"1/9/15",178.979996,179.059998,176.630005,177.220001,6646600,"Friday",0.927428245,"1/12/15",177.440002,177.630005,175.460007,176.240005,4305300,"Monday",0,-0.861486934,0,-0.983347323,1,0.124140051212389,1.001241401,0,-0.55298273,0,1,"Baseline","",0,0,0,"","","","","","Jan",-0.2,0,0,0,0.927428244519793,"Odd","Odd",-520100,1,1,0,0,0,0.0800020000000075,-0.972287624016462,0,1,0,1,1
"2015-01-19 to 2015-01-26","1/22/15",175.919998,178.139999,174.509995,177.919998,9565100,"Thursday","",0,"1/23/15",177.710007,177.820007,176.389999,176.410004,4795300,"Friday",0.501332971,"1/26/15",176.160004,176.710007,175.380005,176.5,3730400,"Monday",0,-0.84869268,0,-0.731530555,0,-0.141715319,0.998582847,1,0.0510152474119402,0,0,"Baseline","",0,0,0,"","","","","","Jan",0,0,0,0,0.501332970904643,"Odd","Odd",-4769800,0,0,1,0,0,0.110000000000014,-0.971143488105668,0,1,1,1,1
"2015-01-26 to 2015-02-02","1/29/15",172.160004,174.070007,171.059998,173.899994,9615200,"Thursday","",0,"1/30/15",173.199997,173.949997,171.270004,171.449997,11138500,"Friday",1.158426242,"2/2/15",171.949997,173.429993,170.100006,173.270004,9437900,"Monday",0,-1.408853988,0,-1.010392627,1,0.291630217992946,1.002916302,1,1.06153807631738,0,0,"Baseline","Baseline",-0.1,1,1,"1/28/15","Pause","Match","","","Jan",0,1,0,0,1.15842624178384,"Odd","Odd",1523300,0,0,1,0,0,0.75,-1.505147293985,0,1,1,1,1
"2015-02-02 to 2015-02-09","2/5/15",177.279999,178.639999,177.089996,178.550003,6037800,"Thursday","BASELINE",0,"2/6/15",178.820007,179.360001,177.479996,178.089996,7211900,"Friday",1.194458246,"2/9/15",177.179993,177.940002,176.679993,177.089996,3723100,"Monday",0,-0.257634832,0,-0.408237877,0,-0.510979292,0.994890207,0,-0.561513854,0,1,"Baseline","",0,0,0,"","","","","","Feb",0.1,0,0,0,1.19445824638113,"Even","Even",1174100,1,1,1,0,0,0.539994000000007,-0.307883454477614,0,1,1,0,0
"2015-02-16 to 2015-02-23","2/19/15",179.869995,180.429993,179.429993,180.089996,2663500,"Thursday","",0,"2/20/15",179.149994,181.199997,178.5,181.139999,8914600,"Friday",3.346949503,"2/23/15",180.710007,180.919998,180.320007,180.919998,2738600,"Monday",1,0.583043491210903,1,1.1108038329044,0,-0.237381033,0.99762619,0,-0.121453572,0,0,"Baseline","",0,0,0,"","","","","","Feb",0,0,0,0,3.34694950253426,"Even","Even",6251100,0,1,0,0,0,2.050003,0.393507746796838,1,1,1,1,1
"2015-02-23 to 2015-03-02","2/26/15",181.919998,182.240005,181.399994,182.009995,3045800,"Thursday","",0,"2/27/15",181.929993,181.940002,181.149994,181.190002,3161300,"Friday",1.037921072,"3/2/15",181.369995,182.679993,181.369995,182.679993,3213100,"Monday",0,-0.450520863,0,-0.406744918,1,0.099339366,1.000993394,1,0.822336212568728,0,0,"Baseline","Baseline",1.40000000000001,1,0,"","","","","","Feb",0,1,0,0,1.03792107163963,"Even","Even",115500,0,0,0,0,0,0.0100089999999966,-0.576164931514353,0,1,1,1,1
"2015-03-02 to 2015-03-09","3/5/15",181.25,181.449997,180.710007,181.169998,2410700,"Thursday","TIGHT",0,"3/6/15",180.119995,180.630005,178.130005,178.399994,7297400,"Friday",3.027087568,"3/9/15",178.529999,180.190002,178.529999,179.800003,3844900,"Monday",0,-1.528952934,0,-0.954919525,1,0.07287276,1.000728728,1,0.784758434464976,0,1,"Baseline","",0,0,0,"","","","","","Mar",-0.2,0,0,0,3.02708756792633,"Odd","Odd",4886700,0,0,0,1,0,0.510010000000023,-1.68090551139552,0,0,0,0,0
"2015-03-09 to 2015-03-16","3/12/15",177.240005,179.020004,177.199997,178.970001,4024300,"Thursday","",0,"3/13/15",178.389999,178.5,176.270004,177.559998,6833900,"Friday",1.698158686,"3/16/15",178.25,179.910004,178.25,179.779999,5550100,"Monday",0,-0.78784321,0,-0.46527328,1,0.388602167026378,1.003886022,1,1.250282172,0,0,"Baseline","Baseline",-4.3,1,0,"","","","","","Mar",0,0,0,0,1.69815868598266,"Odd","Odd",2809600,0,0,0,0,0,0.110001000000011,-0.815554668404539,0,1,0,1,1
"2015-03-16 to 2015-03-23","3/19/15",180.179993,180.389999,179.309998,179.660004,6229200,"Thursday","",0,"3/20/15",180.460007,181.669998,180.169998,180.960007,5999200,"Friday",0.963077121,"3/23/15",181.050003,181.75,180.839996,180.850006,3593900,"Monday",1,0.723590655,1,0.277069699991755,1,0.049732536,1.000497325,0,-0.060787464,1,0,"Baseline","",0,0,1,"3/18/15","Pause","Match","","","Mar",0,0,0,0,0.963077120657548,"Odd","Odd",-230000,1,1,1,0,0,1.209991,0.315986475503002,1,0,0,0,0
"2015-03-23 to 2015-03-30","3/26/15",176.149994,177.300003,175.460007,176.479996,6604500,"Thursday","",0,"3/27/15",176.330002,176.970001,175.970001,176.809998,3971800,"Friday",0.601377848,"3/30/15",178.309998,179.759995,178.279999,179.389999,5399300,"Monday",1,0.186991164709686,1,0.272214594541886,1,0.848368314556511,1.008483683,1,1.45919406661606,0,0,"Baseline","Baseline",1,1,0,"","","","","","Mar",0,1,0,0,0.601377848436672,"Odd","Odd",-2632700,0,0,1,0,0,0.639998999999989,-0.276370553699312,0,1,1,1,1
"2015-04-06 to 2015-04-13","4/9/15",178.660004,179.630005,177.979996,179.399994,4483800,"Thursday","",0,"4/10/15",179.669998,180.440002,179.179993,180.369995,3463600,"Friday",0.77246978,"4/13/15",180.169998,180.860001,179.490005,179.639999,3358200,"Monday",1,0.540691768362042,1,0.389601495960386,0,-0.110881524,0.998891185,0,-0.404721417,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,0,0,0,0.772469780097239,"Even","Even",-1020200,1,1,1,0,0,0.770004,0.411952335023304,1,0,0,1,1
"2015-04-13 to 2015-04-20","4/16/15",180.669998,181.509995,180.429993,180.910004,3873900,"Thursday","",0,"4/17/15",179.270004,179.410004,177.160004,177.940002,8683500,"Friday",2.241539534,"4/20/15",179.309998,180.610001,179.149994,180.029999,5355800,"Monday",0,-1.641701362,0,-0.741898795,1,0.769920189165792,1.007699202,1,1.17455152102337,0,0,"Baseline","Baseline",1.90000000000001,1,0,"","","","","","Apr",0,0,0,0,2.24153953380314,"Even","Even",4809600,0,0,0,1,0,0.139999999999986,-1.96682998090547,0,0,0,0,0
"2015-04-20 to 2015-04-27","4/23/15",179.440002,181.070007,179.199997,180.369995,4893000,"Thursday","",0,"4/24/15",180.5,180.820007,179.789993,180.539993,4010000,"Friday",0.819538116,"4/27/15",181.460007,181.539993,179.960007,180.169998,4969100,"Monday",1,0.094249601,1,0.022156787,1,0.509590138291398,1.005095901,0,-0.204937972,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,1,0,0,0.819538115675455,"Even","Even",-883000,1,0,1,0,0,0.320007000000004,-0.292712199431237,0,1,1,1,1
"2015-04-27 to 2015-05-04","4/30/15",179.699997,180.020004,177.449997,178.179993,8564600,"Thursday","",0,"5/1/15",179.210007,180.009995,178.979996,179.899994,3895700,"Friday",0.454860706,"5/4/15",180.339996,181.050003,180.25,180.440002,3256900,"Monday",1,0.965316571765718,1,0.385015888091563,1,0.244581442287331,1.002445814,1,0.30017121623695,0,0,"Baseline","Baseline",-0.1,1,1,"4/29/15","Pause","Match","","","May",0,0,0,0,0.454860705695537,"Odd","Even",-4668900,1,0,1,0,0,0.799988000000013,-0.0666648135392818,0,0,0,1,1
"2015-05-04 to 2015-05-11","5/7/15",178.119995,179.699997,177.889999,179.279999,4142800,"Thursday","BASELINE",0,"5/8/15",181.139999,182.020004,181.080002,181.850006,5529600,"Friday",1.334749445,"5/11/15",181.770004,182,180.880005,181.080002,3753600,"Monday",1,1.43351573758097,1,0.391965885,0,-0.0439934,0.999560066,0,-0.423428086,0,1,"Baseline","",0,0,0,"","","","","","May",-0.1,0,0,0,1.33474944481993,"Odd","Even",1386800,1,1,1,0,1,0.880005000000011,1.19644353694675,1,0,0,0,0
